surrogate_key,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
642,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-01,-29.0,-3.0,-21.0,-56.0,-9.0,6.0
643,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-02,-35.0,-12.0,-29.0,-67.0,-55.0,19.0
644,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-03,-36.0,-15.0,-36.0,-66.0,-53.0,20.0
645,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-04,-35.0,-12.0,-14.0,-67.0,-52.0,20.0
646,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-05,-29.0,-7.0,10.0,-62.0,-51.0,19.0
647,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-06,-33.0,-11.0,21.0,-59.0,-48.0,19.0
648,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-07,-20.0,-3.0,114.0,-47.0,-2.0,5.0
649,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-08,-15.0,1.0,143.0,-49.0,2.0,3.0
650,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-09,-27.0,-8.0,34.0,-64.0,-53.0,18.0
651,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-10,-25.0,-6.0,20.0,-60.0,-50.0,18.0
652,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-11,-26.0,-9.0,-2.0,-65.0,-56.0,20.0
653,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-12,-26.0,-3.0,-14.0,-62.0,-50.0,19.0
654,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-13,-30.0,-10.0,-12.0,-60.0,-48.0,20.0
655,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-14,-20.0,-1.0,37.0,-48.0,-4.0,6.0
656,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-15,-26.0,-8.0,-30.0,-56.0,-6.0,7.0
657,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-16,-31.0,-12.0,-24.0,-66.0,-54.0,19.0
658,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-17,-31.0,-12.0,-31.0,-65.0,-50.0,20.0
659,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-18,-32.0,-12.0,-30.0,-67.0,-51.0,20.0
660,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-19,-27.0,-6.0,-18.0,-64.0,-50.0,19.0
661,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-20,-29.0,-8.0,9.0,-61.0,-47.0,19.0
662,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-21,-19.0,1.0,24.0,-53.0,-3.0,7.0
663,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-22,-22.0,-1.0,-9.0,-57.0,-4.0,7.0
664,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-23,-33.0,-18.0,-26.0,-66.0,-54.0,20.0
665,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-24,-29.0,-10.0,-33.0,-66.0,-50.0,19.0
666,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-25,-39.0,-22.0,-36.0,-68.0,-52.0,21.0
667,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-26,-25.0,-5.0,-37.0,-65.0,-50.0,20.0
668,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-27,-25.0,-5.0,-21.0,-59.0,-46.0,19.0
669,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-28,-16.0,4.0,7.0,-48.0,-1.0,7.0
670,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-29,-14.0,6.0,40.0,-51.0,1.0,5.0
671,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-11-30,-28.0,-11.0,-38.0,-67.0,-53.0,19.0
672,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-01,-28.0,-4.0,-39.0,-66.0,-50.0,19.0
673,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-02,-31.0,-8.0,-31.0,-68.0,-50.0,20.0
674,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-03,-26.0,-2.0,-29.0,-64.0,-49.0,19.0
675,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-04,-32.0,-9.0,-28.0,-63.0,-46.0,20.0
676,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-05,-20.0,2.0,-6.0,-53.0,-3.0,7.0
677,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-06,-19.0,3.0,10.0,-57.0,0.0,6.0
678,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-07,-28.0,-7.0,-21.0,-67.0,-53.0,19.0
679,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-08,-29.0,-8.0,-31.0,-67.0,-49.0,19.0
680,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-09,-34.0,-11.0,-28.0,-68.0,-50.0,20.0
681,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-10,-25.0,0.0,-29.0,-64.0,-49.0,19.0
682,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-11,-27.0,-1.0,-14.0,-62.0,-45.0,19.0
683,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-12,-27.0,-3.0,-25.0,-55.0,-6.0,9.0
684,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-13,-20.0,2.0,-9.0,-58.0,-1.0,6.0
685,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-14,-27.0,-4.0,-26.0,-68.0,-53.0,19.0
686,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-15,-28.0,-6.0,-43.0,-67.0,-50.0,19.0
687,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-16,-30.0,-8.0,-45.0,-69.0,-50.0,20.0
688,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-17,-22.0,4.0,-36.0,-65.0,-49.0,19.0
689,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-18,-28.0,-3.0,-24.0,-62.0,-45.0,19.0
690,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-19,-20.0,5.0,-2.0,-50.0,-2.0,7.0
691,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-20,-21.0,2.0,5.0,-55.0,2.0,6.0
692,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-21,-8.0,25.0,-14.0,-65.0,-59.0,18.0
693,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-22,-9.0,30.0,-33.0,-65.0,-57.0,18.0
694,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-23,-9.0,40.0,-31.0,-66.0,-57.0,18.0
695,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-24,-26.0,28.0,-47.0,-70.0,-67.0,20.0
696,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-25,-88.0,-83.0,-49.0,-87.0,-85.0,28.0
697,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-26,-68.0,-50.0,-23.0,-74.0,-37.0,13.0
698,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-27,-53.0,-26.0,15.0,-69.0,-19.0,9.0
699,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-28,-53.0,-23.0,-28.0,-81.0,-78.0,27.0
700,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-29,-47.0,-10.0,-30.0,-77.0,-69.0,25.0
701,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-30,-46.0,-3.0,-26.0,-77.0,-69.0,26.0
702,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-12-31,-38.0,14.0,-16.0,-76.0,-71.0,25.0
703,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-01,-83.0,-77.0,-7.0,-86.0,-86.0,33.0
704,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-02,-54.0,-23.0,49.0,-65.0,-26.0,13.0
705,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-03,-48.0,-15.0,29.0,-65.0,-16.0,10.0
706,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-04,-47.0,-15.0,-24.0,-75.0,-62.0,23.0
707,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-05,-49.0,-17.0,-33.0,-73.0,-61.0,24.0
708,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-06,-50.0,-18.0,-33.0,-75.0,-60.0,24.0
709,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-07,-49.0,-15.0,-36.0,-74.0,-60.0,25.0
710,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-08,-52.0,-20.0,-27.0,-73.0,-57.0,25.0
711,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-09,-50.0,-13.0,25.0,-67.0,-20.0,12.0
712,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-10,-48.0,-14.0,25.0,-68.0,-17.0,9.0
713,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-11,-51.0,-20.0,-26.0,-76.0,-62.0,24.0
714,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-12,-50.0,-16.0,-33.0,-75.0,-60.0,24.0
715,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-13,-50.0,-16.0,-43.0,-75.0,-61.0,24.0
716,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-14,-57.0,-26.0,-46.0,-77.0,-64.0,26.0
717,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-15,-56.0,-20.0,-36.0,-76.0,-61.0,27.0
718,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-16,-66.0,-41.0,-6.0,-72.0,-33.0,15.0
719,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-17,-53.0,-21.0,12.0,-71.0,-25.0,11.0
720,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-18,-55.0,-27.0,-35.0,-78.0,-65.0,25.0
721,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-19,-56.0,-27.0,-44.0,-77.0,-64.0,25.0
722,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-20,-56.0,-26.0,-44.0,-78.0,-63.0,26.0
723,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-21,-57.0,-30.0,-44.0,-76.0,-64.0,26.0
724,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-22,-54.0,-21.0,-28.0,-75.0,-60.0,27.0
725,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-23,-54.0,-19.0,-18.0,-72.0,-27.0,13.0
726,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-24,-53.0,-21.0,-14.0,-74.0,-25.0,11.0
727,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-25,-55.0,-28.0,-37.0,-77.0,-65.0,25.0
728,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-26,-56.0,-27.0,-41.0,-77.0,-63.0,25.0
729,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-27,-55.0,-25.0,-32.0,-76.0,-63.0,25.0
730,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-28,-53.0,-22.0,-47.0,-76.0,-63.0,26.0
731,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-29,-55.0,-23.0,-43.0,-76.0,-60.0,27.0
732,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-30,-51.0,-15.0,3.0,-71.0,-25.0,13.0
733,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-01-31,-49.0,-15.0,18.0,-72.0,-22.0,10.0
734,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-01,-51.0,-20.0,-24.0,-76.0,-60.0,23.0
735,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-02,-53.0,-22.0,-33.0,-75.0,-59.0,23.0
736,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-03,-52.0,-20.0,-22.0,-76.0,-58.0,23.0
737,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-04,-48.0,-15.0,-10.0,-74.0,-58.0,23.0
738,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-05,-55.0,-25.0,-26.0,-75.0,-55.0,25.0
739,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-06,-49.0,-13.0,38.0,-71.0,-23.0,12.0
740,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-07,-50.0,-17.0,32.0,-73.0,-21.0,10.0
741,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-08,-52.0,-24.0,-25.0,-77.0,-60.0,22.0
742,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-09,-52.0,-21.0,-28.0,-75.0,-57.0,23.0
743,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-10,-52.0,-19.0,-25.0,-76.0,-57.0,23.0
744,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-11,-48.0,-13.0,-35.0,-74.0,-57.0,24.0
745,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-12,-52.0,-16.0,-39.0,-75.0,-55.0,25.0
746,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-13,-48.0,-4.0,-4.0,-70.0,-22.0,12.0
747,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-14,-37.0,6.0,77.0,-68.0,-13.0,8.0
748,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-15,-73.0,-61.0,12.0,-85.0,-83.0,29.0
749,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-16,-47.0,-21.0,-52.0,-72.0,-59.0,23.0
750,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-17,-36.0,-7.0,-28.0,-70.0,-53.0,20.0
751,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-18,-34.0,-9.0,-30.0,-69.0,-53.0,21.0
752,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-19,-40.0,-16.0,-27.0,-68.0,-49.0,21.0
753,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-20,-26.0,-3.0,46.0,-57.0,-8.0,8.0
754,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-21,-25.0,-2.0,62.0,-60.0,-5.0,6.0
755,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-22,-43.0,-22.0,-34.0,-73.0,-55.0,21.0
756,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-23,-38.0,-13.0,-40.0,-71.0,-53.0,21.0
757,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-24,-42.0,-21.0,-42.0,-72.0,-53.0,21.0
758,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-25,-35.0,-11.0,-35.0,-69.0,-52.0,21.0
759,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-26,-35.0,-8.0,-17.0,-66.0,-48.0,20.0
760,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-27,-35.0,-15.0,-10.0,-61.0,-10.0,9.0
761,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-02-28,-21.0,1.0,28.0,-58.0,-3.0,6.0
762,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-03-01,-35.0,-14.0,-39.0,-71.0,-55.0,20.0
763,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2021-03-02,-37.0,-16.0,-47.0,-72.0,-53.0,21.0
